Memory_GB,Bandwidth_Mbps,Time_Remaining_Hrs,Task_ID,Task_Name
60.42133853068739,544.0240108259324,15.270393997485542,13,Email_Processing
44.6979376208491,522.471608127429,3.0768737827477946,5,File_Transfer
40.3561421726163,318.2625735362706,16.72358726753115,15,Remote_Desktop
45.17179444830084,234.91934065039396,13.893100057700234,6,Security_Scanning
42.778313252188816,258.7465718324558,16.35142807684957,18,Server_Monitoring
55.7532413296579,718.1293100139052,3.183790634453734,15,Remote_Desktop
60.11389090503291,21.510335272512968,9.330249896646555,7,Image_Recognition
14.199711131689524,762.926880083392,19.4647231632925,15,Remote_Desktop
10.236322922680198,948.7620903652439,17.950870212279824,11,AI_Model_Inference
24.826370020277796,659.4544337955913,11.762969856755927,18,Server_Monitoring
2.9623928459836373,735.8727569034468,22.1260562093183,6,Security_Scanning
53.65703345836251,785.7865150189955,17.034621489108616,5,File_Transfer
6.231441742041746,45.14833503144603,6.652840808216814,16,Content_Delivery
22.369816170130832,266.40611256663635,14.069484609090145,17,Voice_Recognition
8.444384140164344,790.6959474573863,13.625816593739929,0,Data_Backup
22.503074694853282,397.3640868528761,11.095720661336093,8,Load_Balancing
31.3685866610612,90.57641346665308,20.531577431701205,4,Database_Query
2.3399728835743896,175.16985207662634,0.6587240519511154,2,Machine_Learning_Training
48.73992330363495,66.60785798496386,12.144611440663812,10,IoT_Data_Collection
2.4779183684327295,512.2453156728525,10.06224237425067,18,Server_Monitoring
9.64035475362282,542.8702188813179,7.317327424199077,7,Image_Recognition
29.15307429762765,934.6145904772857,19.77485405199408,11,AI_Model_Inference
39.79855617728964,440.26157732858087,13.688874460051117,0,Data_Backup
9.719047915991847,610.0631449941479,3.524466431305513,13,Email_Processing
14.465411342860374,694.7131956928108,1.977860816770954,17,Voice_Recognition
11.955400700827699,113.0351968540645,3.3287599026279038,2,Machine_Learning_Training
40.246894764499416,760.8711898360353,8.321193127860216,2,Machine_Learning_Training
21.807934052631317,87.09136366330267,4.7595319552009,8,Load_Balancing
27.788450781561707,752.6487784855325,22.134071328065836,1,Video_Processing
36.80344201013471,727.8450587086743,20.70996452593664,0,Data_Backup
49.687003117291255,570.7268134247864,7.098063368812957,6,Security_Scanning
40.41796047246522,238.8398538870503,5.797418042467888,9,Log_Analysis
59.7477490451351,71.62128889719312,1.9825913825661405,13,Email_Processing
7.419265354995018,63.977333289496926,16.93592051347753,6,Security_Scanning
14.990779853679197,615.1021878868418,17.991198868412084,5,File_Transfer
50.615592409103094,943.7314965748158,20.400936951988736,5,File_Transfer
51.39471337851093,518.5161451031163,21.182564923940316,1,Video_Processing
54.16021041047328,32.692357418140574,14.420040473475279,10,IoT_Data_Collection
3.8817481301883094,136.9476478307364,19.42813661121578,2,Machine_Learning_Training
50.13025989452205,604.2164249513497,1.2777621256952427,2,Machine_Learning_Training
36.58499139554483,815.9262368917542,21.184574708957527,1,Video_Processing
50.76147112523894,326.8048369037346,11.515844019819227,16,Content_Delivery
3.455697201651216,630.6471165207566,11.753659631429072,6,Security_Scanning
34.616960443793346,168.78993625608376,16.62635245557374,3,Web_Hosting
60.2694247916958,93.11214488478599,18.719172397718626,5,File_Transfer
23.19545970517823,208.63724612762374,5.647404212826646,14,System_Update
24.138495180684682,237.68971715853084,2.349940280005559,14,System_Update
36.755073440478164,558.2926067091453,7.984632947562639,2,Machine_Learning_Training
55.630585513070685,45.35383953786166,6.068222285876562,13,Email_Processing
7.23502327474853,950.8212935776006,9.405731831497054,16,Content_Delivery
47.76195079354249,318.132800052811,16.597276359531087,6,Security_Scanning
43.855793364813564,496.5763892369273,1.4038194456202406,11,AI_Model_Inference
20.66795340385515,560.1465053130983,18.973698854414007,9,Log_Analysis
31.569518713217438,849.5476236307085,7.965711817399298,10,IoT_Data_Collection
34.86395531279206,395.63233228882774,8.00582890294745,19,Gaming_Server_Operation
59.37487914275801,758.1569922650739,3.8345737920177307,11,AI_Model_Inference
5.558507237703577,289.138743871219,17.399191021398245,15,Remote_Desktop
22.057365121468532,695.6873089908497,22.094276092079397,1,Video_Processing
44.78311838665298,91.580390238204,19.280759946060464,10,IoT_Data_Collection
20.967635030840515,538.1735002731683,2.6599891160314555,4,Database_Query
