Memory_GB,Bandwidth_Mbps,Time_Remaining_Hrs,Task_Name
60.42133853,544.0240108,15.270394,Email_Processing
44.69793762,522.4716081,3.076873783,File_Transfer
40.35614217,318.2625735,16.72358727,Remote_Desktop
45.17179445,234.9193407,13.89310006,Security_Scanning
42.77831325,258.7465718,16.35142808,Server_Monitoring
55.75324133,718.12931,3.183790634,Remote_Desktop
60.11389091,21.51033527,9.330249897,Image_Recognition
14.19971113,762.9268801,19.46472316,Remote_Desktop
10.23632292,948.7620904,17.95087021,AI_Model_Inference
24.82637002,659.4544338,11.76296986,Server_Monitoring
2.962392846,735.8727569,22.12605621,Security_Scanning
53.65703346,785.786515,17.03462149,File_Transfer
6.231441742,45.14833503,6.652840808,Content_Delivery
22.36981617,266.4061126,14.06948461,Voice_Recognition
8.44438414,790.6959475,13.62581659,Data_Backup
22.50307469,397.3640869,11.09572066,Load_Balancing
31.36858666,90.57641347,20.53157743,Database_Query
2.339972884,175.1698521,0.658724052,Machine_Learning_Training
48.7399233,66.60785798,12.14461144,IoT_Data_Collection
2.477918368,512.2453157,10.06224237,Server_Monitoring
9.640354754,542.8702189,7.317327424,Image_Recognition
29.1530743,934.6145905,19.77485405,AI_Model_Inference
39.79855618,440.2615773,13.68887446,Data_Backup
9.719047916,610.063145,3.524466431,Email_Processing
14.46541134,694.7131957,1.977860817,Voice_Recognition
11.9554007,113.0351969,3.328759903,Machine_Learning_Training
40.24689476,760.8711898,8.321193128,Machine_Learning_Training
21.80793405,87.09136366,4.759531955,Load_Balancing
27.78845078,752.6487785,22.13407133,Video_Processing
36.80344201,727.8450587,20.70996453,Data_Backup
49.68700312,570.7268134,7.098063369,Security_Scanning
40.41796047,238.8398539,5.797418042,Log_Analysis
59.74774905,71.6212889,1.982591383,Email_Processing
7.419265355,63.97733329,16.93592051,Security_Scanning
14.99077985,615.1021879,17.99119887,File_Transfer
50.61559241,943.7314966,20.40093695,File_Transfer
51.39471338,518.5161451,21.18256492,Video_Processing
54.16021041,32.69235742,14.42004047,IoT_Data_Collection
3.88174813,136.9476478,19.42813661,Machine_Learning_Training
50.13025989,604.216425,1.277762126,Machine_Learning_Training
36.5849914,815.9262369,21.18457471,Video_Processing
50.76147113,326.8048369,11.51584402,Content_Delivery
3.455697202,630.6471165,11.75365963,Security_Scanning
34.61696044,168.7899363,16.62635246,Web_Hosting
60.26942479,93.11214488,18.7191724,File_Transfer
23.19545971,208.6372461,5.647404213,System_Update
24.13849518,237.6897172,2.34994028,System_Update
36.75507344,558.2926067,7.984632948,Machine_Learning_Training
55.63058551,45.35383954,6.068222286,Email_Processing
7.235023275,950.8212936,9.405731831,Content_Delivery
47.76195079,318.1328001,16.59727636,Security_Scanning
43.85579336,496.5763892,1.403819446,AI_Model_Inference
20.6679534,560.1465053,18.97369885,Log_Analysis
31.56951871,849.5476236,7.965711817,IoT_Data_Collection
34.86395531,395.6323323,8.005828903,Gaming_Server_Operation
59.37487914,758.1569923,3.834573792,AI_Model_Inference
5.558507238,289.1387439,17.39919102,Remote_Desktop
22.05736512,695.687309,22.09427609,Video_Processing
44.78311839,91.58039024,19.28075995,IoT_Data_Collection
20.96763503,538.1735003,2.659989116,Database_Query
49.45085139,788.2542933,0.703584024,IoT_Data_Collection
41.89207793,102.3681666,19.87366413,Voice_Recognition
52.73921019,601.375808,3.36912192,Video_Processing
7.889421896,930.356349,12.43759443,System_Update
3.541032685,533.8981978,16.35778582,IoT_Data_Collection
19.05209888,622.9021643,10.15019756,Data_Backup
3.138596651,953.4860143,22.65693254,Machine_Learning_Training
62.01479299,936.5956022,15.89990204,Web_Hosting
1.535221452,964.0502943,1.536111631,Email_Processing
29.42807868,552.3921025,10.76738321,Database_Query
47.16004019,848.5764497,18.85862984,Security_Scanning
8.375222035,839.3518076,0.277345358,Data_Backup
25.72486573,855.4608153,23.32702599,File_Transfer
42.24299327,978.6721055,7.167801328,File_Transfer
43.2788689,926.0764395,5.531151387,Image_Recognition
48.21027451,394.5092486,17.34350129,Log_Analysis
17.93827733,400.9051377,21.8014779,Streaming_Service
8.330584565,587.5812809,3.420504184,Image_Recognition
43.31714312,769.605518,0.640655215,Video_Processing
8.785066908,176.9207382,3.99337437,Voice_Recognition
37.38838205,185.437286,14.23709425,Database_Query
61.88429531,783.9050433,10.13693464,Database_Query
24.93747699,621.8521593,19.42441183,Content_Delivery
5.019057044,913.7301031,8.389998708,IoT_Data_Collection
28.44211695,832.4847956,6.296331405,Content_Delivery
11.15678515,432.0180972,7.795654122,Image_Recognition
25.89324718,103.3332181,18.76082952,File_Transfer
31.80390837,835.8960453,6.436807849,Streaming_Service
5.095049704,264.3991654,23.71251219,Content_Delivery
5.958010333,310.5689966,3.16864804,Remote_Desktop
9.131488557,612.2362074,10.63703757,IoT_Data_Collection
42.70404352,623.0158458,17.08590595,Security_Scanning
26.34456472,322.6275296,5.766245578,Content_Delivery
26.52146976,967.6459805,5.72725848,File_Transfer
53.784007,776.2632798,7.849766217,Remote_Desktop
51.06376222,834.179356,17.51518627,System_Update
28.9747562,234.0675313,6.671522738,Database_Query
2.069055147,871.4415755,9.338359779,AI_Model_Inference
20.45823665,108.7263641,14.90962739,Voice_Recognition
49.02396349,728.8450077,6.234907105,Machine_Learning_Training
26.65194553,278.801412,12.41081669,Server_Monitoring
38.49947316,692.445434,9.994616321,Load_Balancing
38.27816904,29.99297385,14.57032111,IoT_Data_Collection
21.40541981,516.0489901,12.26205849,Voice_Recognition
40.2204604,812.200106,6.346191225,AI_Model_Inference
41.43462956,232.5126353,12.86151806,Load_Balancing
12.01145424,245.7408507,5.697004671,AI_Model_Inference
51.42294387,631.1409602,18.01910703,Voice_Recognition
55.35455898,782.4045065,3.409303846,System_Update
4.203800037,354.6081419,1.654419187,Gaming_Server_Operation
54.30550869,570.1505478,4.861535907,Server_Monitoring
30.2279846,284.1018118,0.422584774,AI_Model_Inference
5.489173849,141.2563584,16.87933577,Web_Hosting
28.68251435,887.867048,11.21354811,Web_Hosting
25.0633552,680.373488,6.705999586,Server_Monitoring
25.94806088,347.0461886,16.84485935,Load_Balancing
2.964537509,742.7478998,7.127310742,Video_Processing
31.57110306,85.8029554,18.82410771,System_Update
55.99558766,595.3304767,18.95610421,Machine_Learning_Training
63.01733738,216.8000038,15.24848411,Video_Processing
15.02859298,980.518852,18.77513902,Image_Recognition
18.43930139,767.4603953,20.18021352,Database_Query
34.38625698,404.8482487,5.628543242,Image_Recognition
22.48039,330.2326614,5.4333627,Load_Balancing
51.6397081,353.5577451,20.35166567,Image_Recognition
42.35815226,109.0640249,23.40227212,Web_Hosting
6.535589446,947.8114799,17.87457727,Machine_Learning_Training
26.14388587,331.3784767,12.79944711,Gaming_Server_Operation
28.57996813,411.4699692,6.970900179,Gaming_Server_Operation
46.13301805,441.9264657,3.922304022,Security_Scanning
4.933173619,842.895268,6.731222178,Log_Analysis
28.79746915,246.6455837,1.640893818,Content_Delivery
54.87189359,704.0565113,14.59998573,Content_Delivery
60.07539077,617.8682556,12.42823658,System_Update
52.89879421,208.9642925,13.8567862,Database_Query
45.08192386,62.44900537,12.54449309,Gaming_Server_Operation
35.69160893,763.193655,8.10036886,Log_Analysis
58.86685642,840.1175001,15.18206019,Email_Processing
15.13048945,851.048322,16.4616627,File_Transfer
63.15387792,987.8955988,7.05464941,Streaming_Service
16.21682103,417.7448307,10.4370601,Security_Scanning
48.86889048,738.6934743,17.79385079,Log_Analysis
22.73606092,617.3578441,11.3292673,Log_Analysis
57.7263376,28.38501158,15.44516581,Data_Backup
52.77534963,873.9103208,19.86046598,Security_Scanning
15.83065668,135.2604196,7.654561693,Server_Monitoring
29.92481347,401.690353,7.132584753,Image_Recognition
34.08529317,711.0658613,19.6370434,Web_Hosting
58.81177851,592.0543957,11.74776946,Log_Analysis
31.23614659,212.422053,17.12973123,Machine_Learning_Training
52.41011065,696.6268314,7.74586995,Content_Delivery
22.22443488,320.5979063,12.78746599,Machine_Learning_Training
61.6177123,136.8734347,10.0887112,Content_Delivery
15.55771219,380.7907909,7.618037547,Video_Processing
21.76041607,974.201359,12.36362925,Streaming_Service
15.08696054,62.06099161,11.23677445,Email_Processing
28.90503867,343.6132912,19.22956051,Server_Monitoring
49.92623091,311.9455631,20.34062099,Server_Monitoring
39.29802849,148.9202846,4.767362909,Database_Query
11.10302059,678.3924159,3.585947857,Security_Scanning
39.82631715,326.3535722,8.237760868,AI_Model_Inference
50.12871569,165.0678394,2.636111696,Load_Balancing
7.655971763,118.5287365,2.574915317,AI_Model_Inference
42.81128342,396.8102678,23.21406326,Video_Processing
55.6097536,457.791033,1.8939893,Streaming_Service
29.02570327,344.3782039,9.263884586,Log_Analysis
48.98203577,239.4723748,14.76499384,Data_Backup
3.638464812,907.0762117,1.171358468,Voice_Recognition
38.10296942,784.4067105,4.764158148,Content_Delivery
28.22023896,136.3899686,3.478438111,AI_Model_Inference
19.63691814,660.3243023,13.00037124,Load_Balancing
18.17113818,113.2349803,18.23919872,Server_Monitoring
1.008485659,822.4686296,13.99557401,File_Transfer
51.04620618,811.4834683,16.76996455,Content_Delivery
30.28585119,736.5970902,0.568525276,Remote_Desktop
6.148696782,168.3413943,1.917214113,Database_Query
34.51526405,262.6501028,21.54237494,Gaming_Server_Operation
26.86293541,556.0153464,19.08936744,Remote_Desktop
49.65605868,167.690207,22.05099496,Video_Processing
61.52701707,722.6320086,6.301443632,IoT_Data_Collection
25.5937161,302.5969736,7.771457219,System_Update
41.54378375,763.3638289,13.45356437,Voice_Recognition
3.854152616,928.1486081,2.795216348,Data_Backup
22.55435381,507.5063674,18.16986058,Log_Analysis
36.1068655,50.3655416,10.36000591,Streaming_Service
29.86690273,587.6942534,0.898034643,Streaming_Service
34.30856115,539.6170386,20.65151106,AI_Model_Inference
35.68349588,400.22875,11.76667051,Log_Analysis
50.13215939,241.8524814,22.87832009,Data_Backup
36.84419545,840.4922697,20.92159485,Log_Analysis
27.73543764,987.0080785,11.0278067,Streaming_Service
55.62555607,979.469247,14.28408118,Data_Backup
54.58619526,912.1570911,10.58863517,Load_Balancing
28.24736633,500.5540856,23.57195859,Web_Hosting
40.02156807,82.88207892,12.81405816,Load_Balancing
40.78829387,378.0849614,7.037004163,Machine_Learning_Training
7.347429169,677.2414596,0.344688262,Content_Delivery
37.86727148,386.6400072,7.894065157,Content_Delivery
48.00082739,974.2909127,8.691756839,Data_Backup
20.25306558,927.291544,14.11201668,Web_Hosting
56.48098638,176.9156743,19.06149603,Remote_Desktop
32.04763383,792.6862074,5.81655613,Image_Recognition
36.16478459,243.9627574,12.35260854,IoT_Data_Collection
2.204313949,473.4032196,8.408905447,File_Transfer
43.66994324,210.0634718,16.79482773,Email_Processing
46.69841081,117.4775133,12.31270521,Log_Analysis
18.07906399,548.79439,18.38085973,Security_Scanning
21.14241351,846.3576104,16.92257744,Streaming_Service
33.38394163,610.7911066,21.57739454,Gaming_Server_Operation
51.58974854,252.7776586,10.05218178,Load_Balancing
55.00554905,890.3218733,1.577121326,Log_Analysis
21.65409879,60.72714573,22.16625066,Log_Analysis
62.52334447,149.2884696,2.33414621,Log_Analysis
30.03659531,336.9130729,13.76963133,Log_Analysis
10.53885797,806.5131273,16.8897398,Streaming_Service
12.72438932,150.4105404,4.66744387,Web_Hosting
39.43679909,396.7955252,18.44609704,Load_Balancing
24.34096053,57.66928128,18.33920637,Email_Processing
49.15547772,941.4549124,5.529970411,Web_Hosting
33.57861595,329.6094,0.241429172,Content_Delivery
45.62686753,32.07868785,16.90238394,Machine_Learning_Training
58.62920771,907.2047233,5.609877133,Email_Processing
9.211465585,228.1178184,15.50487884,Content_Delivery
56.43462148,309.4789207,3.517641474,Log_Analysis
51.61929861,202.2111697,5.61640038,Data_Backup
40.37145754,412.9406843,17.56485131,Remote_Desktop
59.77426634,94.51509153,20.35335921,File_Transfer
37.36857884,659.0380117,20.83776416,Database_Query
56.62363344,450.9793385,10.39938789,Security_Scanning
16.24169586,948.4379081,5.62486309,File_Transfer
55.09180674,983.330667,12.48030641,AI_Model_Inference
38.57742575,132.8559073,5.298087069,Log_Analysis
24.93868197,78.88596571,0.57960358,Load_Balancing
34.64427513,178.1221424,8.081556917,System_Update
51.40866771,177.8624144,17.81354889,IoT_Data_Collection
13.60056203,81.03048458,12.14561077,Gaming_Server_Operation
42.79184449,524.6370135,22.74733885,Content_Delivery
22.41212272,612.4195668,12.24804591,Machine_Learning_Training
35.06001266,136.6704415,15.75105045,Data_Backup
42.07355935,127.4691462,5.853027072,Data_Backup
12.56551652,528.617051,14.7424759,System_Update
9.981062967,616.5418444,23.43285451,Load_Balancing
43.63974183,199.9686742,4.358229923,File_Transfer
11.12787345,335.8049215,14.9765998,Machine_Learning_Training
13.60946539,21.0873122,6.687897103,Machine_Learning_Training
25.32120895,42.85575392,18.6901365,IoT_Data_Collection
57.11148269,878.2189427,19.5078812,Log_Analysis
23.36476727,807.580556,1.901683686,Web_Hosting
58.91010596,438.3778655,5.838291921,Log_Analysis
39.86639586,844.8990313,22.675062,Machine_Learning_Training
50.45952728,548.5721684,9.716595081,Content_Delivery
6.741652363,512.270097,12.78521061,Voice_Recognition
49.70793806,166.65687,5.406051769,File_Transfer
18.0319612,788.580375,9.557537592,System_Update
36.36046345,848.541915,9.888453717,Data_Backup
21.67530742,403.1809749,18.4266076,Image_Recognition
29.55549167,852.9206875,19.83534093,Remote_Desktop
